customer_id,monthly_spend,tenure_months,login_frequency,support_tickets,churn
1929,134.03,48,14,8,1
1930,66.42,2,6,6,1
1931,45.08,6,2,0,0
1932,170.29,28,1,2,1
1933,197.19,53,10,3,1
1934,114.62,29,21,3,0
1935,50.9,26,5,4,1
1936,69.02,25,2,2,1
1937,23.31,12,22,2,0
1938,184.57,5,16,0,0
1939,41.2,34,25,6,0
1940,123.77,48,2,9,1
1941,69.33,37,10,0,0
1942,119.75,15,2,1,1
1943,137.26,44,16,3,0
1944,169.35,36,16,3,0
1945,57.16,15,19,4,0
1946,21.98,43,29,1,0
1947,44.64,48,7,3,1
1948,182.0,23,22,0,0
1949,177.3,6,12,1,0
1950,127.53,46,24,0,0
1951,128.09,50,15,9,1
1952,139.71,44,8,9,1
1953,51.57,59,6,3,1
1954,184.59,43,28,3,0
1955,95.38,45,27,6,0
1956,88.96,21,10,9,1
1957,113.41,23,3,8,1
1958,28.45,43,19,8,0
1959,49.93,55,17,4,0
1960,152.85,16,7,9,1
1961,34.9,47,21,0,0
1962,128.57,53,20,0,0
1963,64.16,15,26,5,0
1964,90.07,25,4,1,1
1965,71.96,36,14,7,1
1966,84.02,11,20,8,0
1967,149.43,51,22,3,0
1968,73.48,15,15,4,0
1969,121.95,4,24,7,0
1970,105.69,21,8,2,0
1971,139.46,13,21,4,0
1972,188.63,22,15,2,0
1973,151.86,19,22,9,0
1974,58.69,34,20,2,0
1975,25.61,14,28,2,0
1976,67.21,4,14,6,0
1977,127.11,48,27,6,0
1978,29.26,53,29,6,0
1979,109.35,52,9,9,1
1980,127.43,46,8,7,1
1981,80.16,27,26,4,0
1982,158.76,29,28,4,0
1983,39.19,47,26,3,0
1984,33.52,28,17,6,0
1985,151.07,35,2,9,1
1986,109.19,8,25,3,0
1987,143.91,16,24,1,0
1988,98.27,42,3,3,1
1989,64.35,36,8,7,1
1990,167.44,30,12,8,1
1991,163.89,18,1,2,1
1992,145.05,2,10,6,1
1993,68.99,49,20,8,0
1994,126.24,13,3,3,1
1995,84.98,4,6,9,1
1996,36.48,26,7,2,0
1997,185.12,25,20,4,0
1998,44.63,30,23,0,0
1999,191.04,11,25,2,0
2000,100.28,7,27,7,0
